Login_Per_Bulan,Durasi_Sesi_Menit,Fitur_AI_Dipakai,Jumlah_Komplain,Status_Langganan
14,24.6,8,2,Bertahan
28,52.2,2,0,Bertahan
5,40.4,6,1,Berhenti
18,50.6,8,1,Bertahan
25,30.5,8,0,Upgrade
30,33.3,9,2,Upgrade
12,68.5,7,1,Bertahan
18,24.0,4,1,Bertahan
18,25.4,8,2,Bertahan
16,44.0,3,4,Berhenti
14,29.6,9,2,Berhenti
18,27.3,6,0,Bertahan
1,47.1,6,3,Berhenti
19,14.9,4,3,Berhenti
15,24.8,6,0,Bertahan
13,86.1,8,1,Bertahan
29,54.2,8,2,Bertahan
10,30.1,11,0,Bertahan
12,53.4,11,0,Bertahan
28,56.3,7,1,Upgrade
9,64.9,11,0,Upgrade
11,42.5,8,2,Berhenti
13,64.5,4,1,Bertahan
20,5.0,8,1,Bertahan
16,23.9,8,1,Bertahan
5,48.3,5,0,Bertahan
11,51.6,9,0,Bertahan
10,26.8,7,1,Bertahan
14,50.2,11,0,Bertahan
17,32.5,15,0,Upgrade
17,39.5,11,1,Bertahan
2,65.5,12,0,Bertahan
22,63.2,14,3,Bertahan
16,25.1,11,1,Upgrade
24,23.9,8,3,Berhenti
18,36.8,5,0,Bertahan
22,44.5,9,2,Bertahan
18,31.8,10,2,Bertahan
24,65.8,6,2,Bertahan
18,51.9,11,1,Bertahan
14,53.1,11,3,Bertahan
30,19.7,7,1,Bertahan
21,68.3,8,0,Upgrade
19,5.0,7,0,Bertahan
6,61.7,3,0,Bertahan
5,63.7,7,2,Berhenti
17,36.4,8,3,Bertahan
16,70.5,10,0,Bertahan
10,43.7,9,0,Bertahan
15,46.2,8,1,Bertahan
26,51.8,4,2,Bertahan
19,108.7,10,0,Upgrade
7,71.9,4,0,Bertahan
14,59.0,12,0,Upgrade
9,26.7,7,1,Berhenti
12,47.9,10,4,Berhenti
12,28.7,5,1,Berhenti
11,61.4,9,5,Berhenti
6,47.8,7,1,Bertahan
14,22.5,13,3,Bertahan
11,46.6,7,1,Bertahan
1,28.0,6,2,Berhenti
29,48.0,13,0,Upgrade
22,27.8,8,3,Bertahan
12,45.5,8,1,Bertahan
15,60.0,8,1,Bertahan
6,43.9,11,0,Bertahan
26,37.2,8,1,Bertahan
28,49.1,8,1,Bertahan
16,58.9,5,0,Bertahan
22,22.9,10,1,Bertahan
16,50.2,11,1,Bertahan
5,71.4,9,2,Bertahan
12,56.5,3,1,Berhenti
15,46.2,7,4,Berhenti
11,57.8,10,2,Bertahan
13,54.0,8,0,Bertahan
14,60.1,9,1,Bertahan
14,5.0,6,1,Bertahan
15,13.9,7,0,Bertahan
7,65.1,7,0,Bertahan
9,14.9,12,2,Bertahan
6,53.0,13,1,Bertahan
21,38.0,8,2,Bertahan
1,25.1,7,0,Berhenti
23,52.0,8,2,Bertahan
24,49.0,8,0,Upgrade
12,87.2,8,1,Bertahan
1,32.5,6,1,Berhenti
12,73.8,8,0,Bertahan
14,52.0,11,0,Bertahan
7,31.8,7,1,Bertahan
11,61.0,4,1,Bertahan
25,56.3,10,0,Upgrade
19,45.7,7,2,Bertahan
8,50.3,7,3,Berhenti
3,33.1,8,0,Bertahan
12,28.5,10,1,Bertahan
13,60.2,9,1,Bertahan
18,40.5,9,2,Bertahan
11,43.4,11,2,Bertahan
18,50.6,3,1,Bertahan
28,50.3,9,2,Bertahan
20,16.4,7,2,Bertahan
14,70.7,9,1,Bertahan
13,47.4,9,0,Bertahan
12,40.9,8,2,Bertahan
23,53.6,11,3,Bertahan
10,49.7,12,3,Berhenti
15,60.3,11,0,Bertahan
15,55.8,8,2,Bertahan
11,59.4,10,2,Bertahan
5,72.0,10,1,Bertahan
17,62.7,8,0,Bertahan
14,41.8,10,2,Bertahan
18,22.5,11,1,Bertahan
11,78.4,4,0,Bertahan
23,40.2,5,1,Bertahan
8,35.5,8,0,Bertahan
26,10.3,14,1,Bertahan
2,51.8,6,1,Bertahan
18,48.0,10,0,Upgrade
18,14.7,5,1,Bertahan
9,54.1,8,1,Bertahan
17,35.0,5,3,Berhenti
23,98.8,4,1,Upgrade
1,33.6,7,0,Bertahan
18,36.3,9,2,Bertahan
1,27.5,4,0,Berhenti
8,70.6,10,0,Bertahan
26,37.5,4,1,Bertahan
10,30.5,8,1,Berhenti
6,59.1,5,2,Berhenti
13,17.4,8,0,Bertahan
29,57.5,5,3,Bertahan
2,80.6,7,2,Bertahan
7,56.3,13,0,Bertahan
25,57.8,4,0,Bertahan
28,62.4,6,1,Bertahan
14,79.2,5,1,Bertahan
6,69.2,10,3,Bertahan
29,53.8,7,0,Upgrade
26,63.1,6,0,Upgrade
19,27.3,8,1,Bertahan
9,60.5,12,2,Bertahan
14,24.9,5,0,Bertahan
13,37.7,4,1,Bertahan
17,5.0,7,1,Berhenti
25,53.0,10,1,Bertahan
21,32.1,12,0,Bertahan
7,67.2,7,1,Bertahan
24,52.8,10,1,Bertahan
17,67.5,10,2,Bertahan
19,23.3,6,1,Bertahan
25,65.8,7,0,Upgrade
7,87.1,13,0,Bertahan
14,60.3,6,2,Bertahan
11,60.8,6,0,Bertahan
4,48.4,10,0,Bertahan
17,34.5,4,1,Berhenti
30,60.2,10,1,Bertahan
2,14.9,10,3,Berhenti
14,36.6,6,1,Bertahan
19,9.6,7,1,Bertahan
15,30.9,5,1,Bertahan
14,57.8,4,1,Bertahan
5,55.1,5,0,Bertahan
16,46.0,13,0,Bertahan
9,48.4,10,1,Bertahan
1,7.3,8,2,Berhenti
23,37.5,8,0,Upgrade
21,31.4,7,1,Bertahan
15,31.8,8,1,Bertahan
16,57.0,9,1,Bertahan
22,27.8,9,2,Bertahan
16,32.9,7,1,Bertahan
21,5.0,13,0,Upgrade
12,39.1,8,0,Bertahan
24,23.2,6,4,Berhenti
17,46.6,2,0,Bertahan
16,26.0,10,2,Bertahan
6,47.1,9,0,Bertahan
17,42.1,10,0,Bertahan
9,78.4,9,0,Upgrade
10,54.9,8,1,Bertahan
9,8.2,10,0,Berhenti
7,19.7,11,2,Berhenti
29,46.1,10,0,Upgrade
24,26.4,11,2,Bertahan
28,5.0,8,0,Bertahan
6,72.0,11,2,Bertahan
15,59.4,7,1,Bertahan
5,55.4,6,2,Berhenti
10,32.9,7,1,Bertahan
8,53.6,11,0,Bertahan
23,30.9,7,1,Bertahan
12,49.1,7,1,Bertahan
22,26.6,8,1,Bertahan
19,75.3,12,0,Upgrade
30,13.6,10,1,Bertahan
4,69.6,8,0,Bertahan
23,45.8,6,2,Bertahan
23,35.2,5,2,Berhenti
8,48.3,5,2,Bertahan
22,59.7,14,2,Upgrade
17,72.3,11,2,Bertahan
13,51.3,5,1,Bertahan
9,27.2,7,0,Bertahan
9,46.1,3,0,Berhenti
29,81.3,11,1,Upgrade
15,72.0,4,1,Bertahan
20,63.2,16,0,Upgrade
9,60.9,12,0,Bertahan
9,59.0,4,0,Bertahan
22,68.2,5,1,Bertahan
5,35.9,9,2,Bertahan
12,17.9,7,0,Bertahan
15,46.4,7,1,Bertahan
15,28.6,6,1,Bertahan
13,23.9,6,1,Bertahan
17,30.6,8,0,Bertahan
19,94.7,8,2,Bertahan
20,47.7,10,1,Bertahan
8,52.2,12,1,Bertahan
13,20.6,8,1,Berhenti
23,8.1,11,0,Bertahan
21,28.6,11,2,Bertahan
5,73.8,8,2,Bertahan
17,51.7,10,2,Bertahan
1,57.0,10,1,Berhenti
15,59.8,9,2,Bertahan
28,33.2,7,0,Bertahan
8,72.8,4,2,Bertahan
9,32.3,7,3,Berhenti
20,73.1,7,0,Bertahan
4,53.8,8,0,Bertahan
10,9.2,6,2,Berhenti
19,30.0,9,0,Bertahan
10,9.3,8,2,Bertahan
13,68.3,6,0,Bertahan
20,44.5,9,1,Bertahan
17,5.0,9,4,Berhenti
16,52.5,5,1,Bertahan
12,34.3,12,2,Bertahan
17,15.3,10,1,Bertahan
14,78.6,5,1,Bertahan
18,47.1,6,0,Upgrade
11,39.1,14,1,Bertahan
13,37.0,8,2,Bertahan
8,14.7,5,2,Berhenti
14,18.9,12,1,Bertahan
9,70.7,10,2,Bertahan
7,35.5,4,2,Berhenti
16,45.4,7,0,Upgrade
16,5.0,10,3,Berhenti
20,18.6,9,1,Bertahan
11,57.2,14,0,Upgrade
17,52.6,7,0,Upgrade
18,80.1,8,0,Upgrade
18,71.9,5,1,Bertahan
9,40.4,5,1,Bertahan
16,54.5,7,1,Bertahan
17,38.7,9,1,Bertahan
15,86.1,5,1,Bertahan
1,68.0,6,0,Bertahan
16,48.4,7,1,Bertahan
30,49.0,5,0,Upgrade
12,73.9,5,1,Bertahan
9,56.6,5,1,Bertahan
17,76.2,10,1,Bertahan
17,5.0,9,1,Bertahan
23,54.2,9,0,Upgrade
6,34.7,6,1,Berhenti
20,80.1,7,2,Bertahan
19,75.9,11,0,Upgrade
14,45.7,6,4,Berhenti
17,75.7,4,0,Bertahan
22,80.7,10,2,Bertahan
21,46.5,10,3,Bertahan
6,94.4,14,0,Upgrade
20,44.4,11,1,Bertahan
14,40.7,6,2,Bertahan
15,62.3,10,0,Upgrade
15,37.9,8,3,Berhenti
13,46.7,9,2,Bertahan
23,73.2,7,2,Bertahan
14,45.4,12,3,Bertahan
7,11.1,13,1,Bertahan
12,52.3,8,1,Bertahan
16,31.1,12,1,Bertahan
23,62.3,7,1,Bertahan
19,58.9,10,0,Upgrade
9,74.4,9,1,Bertahan
30,63.2,4,0,Upgrade
16,66.8,5,1,Bertahan
23,31.6,8,1,Bertahan
13,61.1,6,2,Bertahan
18,84.4,7,1,Bertahan
20,31.2,5,0,Bertahan
23,81.0,1,0,Upgrade
22,34.0,4,1,Bertahan
21,28.0,8,2,Bertahan
12,50.9,4,2,Berhenti
10,59.3,7,2,Berhenti
17,63.2,2,0,Bertahan
21,25.8,5,2,Bertahan
13,53.7,11,0,Bertahan
22,31.3,9,0,Bertahan
25,15.2,9,1,Bertahan
8,26.4,3,2,Berhenti
9,30.0,12,1,Bertahan
14,55.4,7,0,Bertahan
17,68.0,9,1,Bertahan
11,15.5,7,0,Bertahan
24,52.0,13,1,Upgrade
17,21.5,10,2,Bertahan
15,57.6,8,0,Bertahan
4,32.5,9,0,Berhenti
5,24.0,8,0,Bertahan
16,61.0,9,0,Upgrade
1,33.3,10,0,Bertahan
22,38.7,6,1,Bertahan
13,5.0,12,1,Bertahan
30,63.9,8,0,Upgrade
30,61.4,5,0,Upgrade
13,45.1,12,1,Bertahan
14,14.4,11,3,Berhenti
21,69.2,9,1,Bertahan
26,31.7,6,1,Bertahan
3,35.9,5,1,Bertahan
2,91.2,12,0,Bertahan
10,30.9,7,1,Bertahan
19,59.8,10,1,Bertahan
18,56.2,8,1,Bertahan
22,52.8,5,0,Upgrade
6,50.6,9,1,Bertahan
1,52.5,12,0,Bertahan
21,50.4,7,1,Bertahan
9,44.0,9,0,Bertahan
1,75.2,10,2,Bertahan
16,18.7,13,0,Bertahan
20,65.4,8,1,Bertahan
14,61.4,7,0,Bertahan
11,59.0,9,2,Bertahan
13,67.3,6,1,Bertahan
12,43.1,3,1,Bertahan
5,7.6,5,1,Berhenti
9,43.6,7,0,Bertahan
18,25.2,7,3,Berhenti
17,30.4,10,0,Bertahan
16,20.2,6,1,Bertahan
8,35.5,9,1,Bertahan
13,33.1,9,0,Bertahan
1,5.0,8,1,Berhenti
16,59.0,4,1,Bertahan
25,89.4,8,1,Upgrade
4,57.1,7,0,Bertahan
10,40.9,8,2,Bertahan
17,43.9,10,0,Upgrade
23,36.6,7,1,Bertahan
11,46.8,11,1,Bertahan
10,44.3,9,0,Bertahan
1,28.2,7,1,Berhenti
15,78.7,4,2,Bertahan
29,15.3,7,0,Bertahan
16,59.4,7,1,Bertahan
14,43.0,8,0,Bertahan
17,83.0,9,0,Upgrade
14,51.8,6,0,Bertahan
9,37.8,15,1,Bertahan
20,40.0,7,1,Bertahan
16,45.8,6,1,Bertahan
15,22.1,12,0,Upgrade
8,29.7,8,0,Bertahan
24,9.3,10,0,Upgrade
19,26.5,11,3,Bertahan
11,46.9,11,1,Bertahan
22,51.0,7,0,Upgrade
11,5.4,11,0,Bertahan
9,42.3,8,1,Berhenti
9,56.3,13,0,Bertahan
2,41.7,8,3,Berhenti
18,32.3,8,0,Bertahan
2,36.8,14,4,Bertahan
6,34.2,13,1,Bertahan
1,32.3,8,2,Berhenti
14,48.5,10,0,Bertahan
13,91.2,6,2,Bertahan
12,30.1,8,1,Bertahan
7,38.6,8,1,Bertahan
6,44.0,9,2,Berhenti
18,31.3,5,1,Bertahan
11,67.0,6,0,Bertahan
17,5.0,7,0,Bertahan
8,34.4,9,1,Berhenti
16,61.4,8,1,Bertahan
24,39.1,10,1,Bertahan
19,28.6,9,2,Bertahan
12,53.8,13,0,Upgrade
16,63.1,8,0,Upgrade
13,49.2,8,1,Bertahan
15,29.0,9,2,Bertahan
12,54.1,9,0,Bertahan
13,37.0,6,2,Bertahan
16,59.9,5,0,Bertahan
8,74.7,5,0,Bertahan
7,5.0,7,0,Berhenti
5,47.2,7,0,Bertahan
3,10.3,9,0,Berhenti
6,93.8,5,1,Bertahan
16,35.6,10,3,Berhenti
8,59.9,5,1,Bertahan
18,44.3,7,1,Bertahan
15,28.9,7,2,Berhenti
1,26.6,8,1,Berhenti
19,76.7,4,2,Bertahan
20,64.1,7,1,Upgrade
8,83.9,13,1,Bertahan
17,46.1,8,1,Bertahan
9,50.8,9,1,Bertahan
15,39.7,7,2,Bertahan
6,39.3,4,0,Bertahan
2,24.2,11,0,Bertahan
12,46.7,8,0,Bertahan
14,29.2,10,0,Bertahan
12,53.8,8,1,Bertahan
6,48.4,8,1,Bertahan
12,50.8,7,1,Bertahan
16,78.5,6,1,Bertahan
14,44.2,8,0,Bertahan
16,60.1,14,1,Upgrade
10,86.0,7,0,Bertahan
23,71.1,10,0,Upgrade
6,68.1,9,1,Bertahan
18,38.9,5,1,Bertahan
23,49.6,9,2,Bertahan
18,18.6,8,2,Bertahan
13,55.0,2,0,Bertahan
11,50.5,6,2,Berhenti
22,45.5,11,1,Upgrade
5,65.5,4,1,Bertahan
8,20.8,9,2,Berhenti
12,77.7,1,0,Bertahan
23,63.0,7,0,Upgrade
17,43.6,12,0,Bertahan
8,42.0,8,0,Bertahan
12,54.6,9,0,Bertahan
10,75.4,5,0,Bertahan
10,47.0,4,0,Bertahan
21,47.9,3,0,Bertahan
5,45.4,5,0,Berhenti
26,80.6,6,1,Upgrade
20,37.6,6,0,Bertahan
22,44.4,4,2,Bertahan
11,74.3,8,0,Bertahan
13,47.9,8,2,Bertahan
4,67.7,6,0,Bertahan
11,26.8,9,0,Bertahan
18,40.9,7,0,Bertahan
24,74.7,9,1,Bertahan
7,31.5,9,2,Berhenti
12,42.0,6,2,Berhenti
13,50.1,8,1,Bertahan
5,25.2,8,2,Berhenti
19,36.7,7,0,Bertahan
9,47.3,8,2,Bertahan
13,45.9,7,0,Bertahan
11,70.6,7,1,Bertahan
9,75.8,7,1,Bertahan
14,27.9,8,1,Bertahan
13,47.2,7,1,Bertahan
12,58.5,12,1,Bertahan
9,75.3,9,0,Bertahan
17,59.4,7,1,Bertahan
26,50.8,8,0,Bertahan
15,58.3,7,2,Bertahan
21,58.5,9,0,Upgrade
5,26.4,7,1,Berhenti
16,48.9,11,0,Upgrade
7,74.2,5,0,Bertahan
4,40.9,9,0,Bertahan
9,47.6,6,1,Berhenti
23,40.1,8,2,Bertahan
21,5.0,8,1,Bertahan
16,45.4,7,0,Upgrade
4,51.0,7,2,Bertahan
13,34.8,5,1,Berhenti
17,21.9,8,1,Bertahan
16,27.4,4,1,Bertahan
2,60.3,13,1,Bertahan
8,84.5,8,0,Bertahan
14,72.6,14,0,Upgrade
18,18.1,7,1,Bertahan
1,62.1,11,1,Bertahan
13,31.7,6,2,Berhenti
16,33.4,6,1,Bertahan
20,35.8,5,0,Upgrade
19,59.1,8,0,Upgrade
19,64.2,8,0,Upgrade
9,43.0,9,0,Bertahan
1,43.4,6,0,Bertahan
12,54.3,9,1,Bertahan
22,56.4,5,1,Bertahan
24,68.5,8,2,Bertahan
19,19.3,9,0,Bertahan
18,45.4,9,0,Upgrade
17,23.6,6,1,Bertahan
11,44.0,11,2,Bertahan
14,40.5,7,0,Bertahan
26,44.1,9,0,Upgrade
8,29.0,8,0,Bertahan
26,15.3,10,2,Bertahan
12,5.0,7,1,Bertahan
24,42.4,2,1,Bertahan
5,36.4,11,1,Berhenti
19,31.5,11,1,Bertahan
9,71.5,4,1,Bertahan
5,27.8,9,1,Berhenti
16,73.3,9,1,Bertahan
22,77.5,6,0,Bertahan
9,6.0,10,1,Bertahan
4,46.8,6,0,Bertahan
14,37.0,8,2,Bertahan
14,5.0,8,0,Bertahan
18,16.1,5,0,Bertahan
21,60.5,4,1,Bertahan
14,85.4,6,1,Bertahan
27,63.1,13,0,Upgrade
16,51.5,9,0,Upgrade
12,44.6,4,0,Bertahan
3,78.7,11,0,Bertahan
13,88.0,18,0,Upgrade
12,33.3,9,1,Bertahan
21,5.0,8,2,Berhenti
18,5.0,7,2,Berhenti
6,71.4,13,2,Bertahan
16,44.1,7,0,Bertahan
19,48.7,7,1,Bertahan
25,9.2,6,1,Bertahan
21,29.9,4,0,Bertahan
20,39.1,10,0,Upgrade
15,49.2,11,0,Upgrade
17,37.0,9,2,Bertahan
23,24.3,6,2,Bertahan
5,29.3,7,2,Berhenti
12,69.2,11,0,Bertahan
9,49.9,6,2,Bertahan
17,57.2,8,0,Bertahan
23,27.0,7,4,Berhenti
10,5.0,8,0,Bertahan
1,34.5,5,1,Bertahan
12,27.7,9,0,Bertahan
21,52.0,4,2,Bertahan
18,110.7,11,1,Upgrade
17,58.9,11,0,Upgrade
13,99.7,11,2,Bertahan
6,56.4,5,0,Bertahan
18,32.4,9,1,Bertahan
9,52.0,6,2,Berhenti
30,80.6,9,2,Bertahan
18,81.6,9,0,Upgrade
10,33.5,12,2,Berhenti
10,50.1,10,1,Bertahan
14,16.4,17,2,Bertahan
13,61.5,8,0,Bertahan
22,76.1,12,0,Upgrade
16,45.8,8,2,Bertahan
9,31.7,9,1,Berhenti
28,52.2,3,0,Upgrade
15,53.3,10,1,Bertahan
20,46.6,7,1,Bertahan
10,48.6,3,2,Berhenti
17,41.5,6,0,Bertahan
17,64.9,6,4,Berhenti
1,59.7,8,2,Berhenti
29,25.3,8,1,Upgrade
24,24.8,5,0,Bertahan
12,39.9,11,1,Bertahan
7,59.7,4,3,Berhenti
17,48.0,5,0,Bertahan
15,32.1,8,1,Bertahan
17,50.2,12,0,Upgrade
16,38.4,6,2,Bertahan
18,62.6,8,0,Upgrade
25,51.7,10,2,Upgrade
18,38.7,11,1,Bertahan
7,49.6,6,3,Berhenti
24,71.3,4,0,Upgrade
26,33.6,9,1,Upgrade
30,53.1,4,1,Bertahan
7,43.6,7,1,Bertahan
16,53.5,9,1,Bertahan
1,31.9,8,0,Berhenti
18,47.2,19,0,Upgrade
11,67.2,7,0,Bertahan
28,26.3,10,0,Upgrade
9,18.4,2,0,Berhenti
3,19.2,11,1,Berhenti
11,21.6,14,1,Bertahan
1,56.9,6,3,Berhenti
20,16.9,13,2,Berhenti
1,39.0,7,0,Bertahan
15,57.4,7,0,Bertahan
1,53.3,8,2,Bertahan
12,37.3,7,1,Bertahan
26,48.8,10,1,Upgrade
17,47.1,12,0,Bertahan
8,40.5,12,0,Bertahan
14,40.8,9,0,Bertahan
15,89.7,8,2,Bertahan
18,61.2,7,0,Bertahan
5,94.6,9,3,Bertahan
19,35.1,10,0,Bertahan
1,43.3,13,0,Bertahan
10,18.4,6,0,Bertahan
11,28.8,9,1,Bertahan
19,83.0,5,2,Bertahan
15,34.6,7,1,Bertahan
5,83.4,7,2,Bertahan
8,20.1,5,0,Bertahan
16,23.9,4,0,Bertahan
14,38.2,9,3,Bertahan
10,43.7,12,1,Bertahan
11,63.5,10,0,Bertahan
19,54.0,9,1,Bertahan
11,36.7,5,1,Bertahan
14,42.3,4,0,Bertahan
30,38.6,6,0,Upgrade
5,26.7,7,2,Berhenti
2,27.2,9,0,Berhenti
20,65.6,10,2,Bertahan
10,8.4,8,1,Berhenti
12,77.3,4,0,Bertahan
9,38.1,7,0,Bertahan
13,29.5,10,1,Bertahan
26,59.8,9,0,Upgrade
20,74.7,7,1,Bertahan
21,67.4,8,0,Upgrade
5,55.0,5,1,Bertahan
6,66.7,4,0,Bertahan
1,10.7,14,0,Bertahan
9,34.6,8,3,Bertahan
21,26.8,10,0,Upgrade
18,69.5,8,0,Upgrade
13,37.3,6,1,Bertahan
14,61.9,11,3,Bertahan
10,55.7,5,1,Bertahan
16,27.8,10,1,Bertahan
20,33.3,9,1,Bertahan
3,70.9,8,0,Bertahan
17,29.5,11,1,Bertahan
21,47.5,7,1,Bertahan
12,29.3,10,2,Bertahan
19,38.7,11,1,Bertahan
30,44.1,9,1,Upgrade
14,29.3,10,1,Bertahan
17,25.8,15,1,Bertahan
9,50.7,8,3,Berhenti
16,28.1,5,0,Bertahan
18,28.8,12,3,Berhenti
16,26.2,6,0,Bertahan
7,43.4,7,0,Bertahan
16,63.9,11,3,Bertahan
25,75.1,8,2,Bertahan
18,30.5,9,1,Bertahan
21,88.0,9,2,Bertahan
13,24.9,10,2,Berhenti
20,66.7,9,1,Bertahan
16,30.6,10,0,Bertahan
8,27.6,9,0,Bertahan
17,30.1,9,0,Bertahan
8,44.0,7,1,Bertahan
10,56.6,7,0,Bertahan
16,58.4,4,0,Bertahan
17,26.1,3,0,Bertahan
6,25.2,9,2,Berhenti
22,26.7,10,0,Upgrade
19,42.8,4,0,Bertahan
10,40.8,4,1,Berhenti
4,26.0,11,1,Bertahan
13,50.4,7,2,Bertahan
11,90.3,9,3,Bertahan
15,34.9,6,2,Bertahan
12,36.3,9,0,Bertahan
1,56.2,12,0,Bertahan
12,33.8,8,1,Bertahan
12,58.4,8,1,Bertahan
19,30.6,6,1,Bertahan
10,81.6,5,0,Bertahan
26,51.9,8,0,Upgrade
1,32.6,12,1,Bertahan
24,33.2,7,0,Bertahan
13,34.7,9,1,Bertahan
21,72.5,5,0,Bertahan
15,19.6,7,1,Bertahan
22,31.6,8,0,Bertahan
12,33.8,8,0,Bertahan
7,44.7,11,1,Bertahan
24,39.6,13,1,Bertahan
14,15.2,2,2,Berhenti
16,37.0,5,1,Bertahan
23,43.0,5,0,Upgrade
7,32.4,10,0,Bertahan
19,58.7,9,0,Upgrade
10,63.4,7,2,Bertahan
14,43.4,7,0,Bertahan
15,49.6,9,1,Bertahan
4,5.0,10,0,Bertahan
9,36.6,10,2,Berhenti
24,65.1,5,0,Upgrade
21,36.5,11,1,Bertahan
14,30.3,8,0,Bertahan
16,90.6,5,0,Upgrade
12,81.4,8,1,Bertahan
24,54.4,8,4,Bertahan
13,67.8,6,1,Bertahan
16,5.0,10,1,Bertahan
23,29.2,8,1,Bertahan
9,35.6,10,1,Bertahan
25,40.3,9,0,Upgrade
4,35.2,4,3,Berhenti
26,5.0,5,1,Bertahan
12,52.7,7,1,Bertahan
13,55.9,6,1,Bertahan
1,77.0,14,2,Bertahan
11,29.2,7,0,Bertahan
7,27.6,4,0,Bertahan
10,5.0,7,1,Berhenti
14,39.1,10,0,Bertahan
21,63.0,13,2,Bertahan
16,32.8,8,0,Bertahan
17,87.9,8,0,Upgrade
7,39.9,6,1,Bertahan
8,47.9,9,1,Bertahan
27,17.7,5,0,Bertahan
9,50.7,12,0,Bertahan
26,5.4,9,2,Bertahan
13,58.9,8,0,Bertahan
15,59.5,6,0,Bertahan
22,72.2,8,0,Upgrade
23,24.6,4,1,Bertahan
14,48.2,8,1,Bertahan
12,56.3,5,1,Bertahan
14,53.8,6,1,Bertahan
17,27.7,12,2,Bertahan
21,5.0,4,1,Berhenti
15,51.9,5,1,Bertahan
19,42.0,16,0,Upgrade
26,33.7,10,1,Bertahan
17,60.3,9,0,Upgrade
17,44.1,10,3,Bertahan
4,18.6,7,1,Bertahan
1,6.4,15,3,Berhenti
17,22.4,9,0,Bertahan
14,92.9,8,0,Upgrade
11,59.5,8,0,Upgrade
16,48.8,10,1,Bertahan
14,41.4,5,2,Bertahan
22,40.1,9,1,Upgrade
15,68.3,14,1,Upgrade
9,35.2,8,1,Bertahan
21,56.5,8,1,Upgrade
13,38.0,8,0,Upgrade
18,83.8,10,0,Upgrade
11,59.8,9,0,Bertahan
10,69.9,6,0,Bertahan
15,33.3,8,3,Berhenti
15,66.2,4,1,Bertahan
18,38.7,10,0,Bertahan
13,47.2,8,0,Bertahan
2,77.7,6,1,Bertahan
11,24.1,15,1,Bertahan
20,49.1,6,0,Bertahan
12,53.8,8,1,Bertahan
13,55.4,3,0,Bertahan
21,36.0,4,1,Bertahan
10,86.7,12,2,Bertahan
4,19.1,11,0,Bertahan
13,74.2,10,0,Upgrade
11,69.3,14,2,Bertahan
8,83.0,6,1,Bertahan
13,13.2,5,0,Berhenti
18,27.6,9,0,Bertahan
14,74.8,8,0,Bertahan
17,7.5,8,0,Bertahan
27,12.9,10,1,Bertahan
12,35.2,6,0,Bertahan
16,48.8,5,1,Bertahan
11,76.8,4,2,Bertahan
9,41.3,12,0,Bertahan
10,32.8,7,1,Berhenti
11,51.2,12,0,Bertahan
17,54.4,5,1,Berhenti
30,53.8,7,0,Upgrade
9,41.4,10,1,Bertahan
12,5.9,11,0,Bertahan
14,26.6,7,1,Berhenti
17,73.4,6,1,Bertahan
16,48.7,10,0,Upgrade
23,38.5,2,0,Bertahan
1,67.4,7,3,Berhenti
1,22.4,8,2,Berhenti
11,40.5,6,0,Bertahan
22,47.8,11,2,Bertahan
4,36.2,6,0,Berhenti
1,47.0,6,1,Berhenti
18,41.2,5,2,Bertahan
16,17.0,10,0,Bertahan
7,48.6,15,0,Bertahan
8,18.4,9,1,Berhenti
8,48.3,6,2,Berhenti
15,72.5,10,0,Bertahan
10,39.4,13,0,Bertahan
18,21.6,8,3,Berhenti
1,42.5,6,0,Bertahan
9,28.4,12,0,Bertahan
7,56.9,6,1,Bertahan
13,42.0,6,1,Bertahan
11,79.2,10,0,Upgrade
20,68.3,3,1,Bertahan
1,41.9,5,1,Berhenti
15,59.3,9,0,Bertahan
18,37.1,10,0,Bertahan
27,45.7,8,1,Bertahan
11,37.8,6,1,Berhenti
17,60.3,6,2,Bertahan
2,73.7,7,0,Bertahan
1,61.0,9,2,Berhenti
20,63.4,7,2,Bertahan
14,63.5,7,0,Upgrade
23,56.0,12,3,Bertahan
5,22.2,6,1,Bertahan
18,79.0,9,2,Bertahan
28,81.1,3,0,Upgrade
17,40.3,8,1,Bertahan
16,37.6,7,1,Bertahan
15,57.2,8,1,Upgrade
4,56.0,9,0,Bertahan
24,41.0,6,1,Bertahan
10,20.0,8,1,Bertahan
18,51.1,5,1,Bertahan
4,56.0,8,1,Bertahan
6,59.5,3,1,Berhenti
25,52.0,8,0,Upgrade
12,39.6,10,1,Bertahan
25,64.9,12,2,Bertahan
14,46.3,6,2,Berhenti
2,35.7,8,0,Bertahan
21,41.4,5,2,Berhenti
10,10.1,5,1,Berhenti
19,41.4,7,0,Bertahan
15,58.8,6,1,Bertahan
4,51.8,10,0,Berhenti
16,75.4,10,0,Upgrade
30,39.7,10,1,Upgrade
18,54.7,10,1,Bertahan
14,60.9,13,3,Bertahan
22,91.9,7,0,Upgrade
16,47.9,7,1,Bertahan
16,24.1,7,0,Bertahan
7,62.0,11,3,Berhenti
16,82.3,10,1,Upgrade
22,38.5,10,0,Upgrade
9,61.8,14,0,Bertahan
24,69.6,6,0,Upgrade
14,65.3,6,1,Bertahan
8,47.5,3,2,Berhenti
21,31.0,8,2,Bertahan
12,43.4,7,1,Bertahan
20,54.2,3,1,Bertahan
12,63.2,6,1,Bertahan
